"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","ENG","Name_en","X","ID"
"5942",6,15,1,2,1,1,"US",3,4,3,2,4,2,3,1,2,1,3,3,2,2,2,3,2,2,2,3,4,3,3,3,4,5,4,3,3,3,3,3,3,3,3,1,3,3,3,3,2,1,3,1,3,5,3,3,3,4,"ENG","United States of America",5942,"5942"
"5943",3,30,1,2,1,2,"US",3,5,5,4,5,4,5,4,5,5,1,1,1,2,2,3,3,4,2,3,5,5,3,4,3,3,5,2,5,4,5,2,3,3,3,2,4,4,4,5,5,4,5,5,4,4,5,3,5,4,"ENG","United States of America",5943,"5943"
"5944",3,17,1,2,2,1,"US",2,5,3,5,4,5,4,4,5,4,3,3,2,3,3,5,5,4,3,5,1,3,3,2,2,2,1,2,1,1,5,4,5,5,5,3,4,5,4,5,5,5,4,5,5,5,5,5,4,5,"ENG","United States of America",5944,"5944"
"5945",13,53,2,2,1,5,"US",2,3,1,3,3,5,3,3,2,2,3,5,2,2,4,5,2,1,4,4,5,4,3,5,5,5,5,4,5,3,3,4,4,4,3,2,3,4,2,5,5,4,5,5,4,5,5,4,5,5,"ENG","United States of America",5945,"5945"
"5946",3,18,1,2,1,2,"US",4,3,4,4,4,4,5,4,5,2,3,4,2,5,2,1,4,4,2,5,1,5,2,2,2,3,4,2,3,3,1,3,2,5,1,4,4,2,2,2,5,4,4,5,5,5,5,4,5,5,"ENG","United States of America",5946,"5946"
"5947",3,21,1,2,1,2,"US",4,4,3,4,4,4,4,3,4,1,2,3,1,4,2,2,2,3,2,4,5,4,4,4,4,5,4,4,5,4,3,2,4,2,5,2,3,4,5,4,4,3,4,4,3,4,5,4,5,4,"ENG","United States of America",5947,"5947"
"5948",3,50,1,2,1,1,"US",2,4,2,3,4,4,3,3,3,3,2,2,2,1,2,2,3,3,2,2,2,4,3,5,5,3,4,4,4,2,2,3,4,3,2,2,4,3,2,5,3,2,4,4,3,5,2,2,4,5,"ENG","United States of America",5948,"5948"
"5949",13,19,1,2,1,1,"US",3,2,1,1,3,5,5,1,4,2,2,1,2,4,1,2,1,1,2,2,2,4,3,3,2,3,3,4,2,3,2,4,4,2,2,3,3,3,1,3,4,4,5,4,3,2,5,3,4,4,"ENG","United States of America",5949,"5949"
"5950",3,50,1,2,1,5,"US",2,5,5,4,5,5,5,2,4,4,5,1,4,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,2,4,5,4,1,3,4,4,4,4,5,5,5,5,5,5,5,4,5,5,"ENG","United States of America",5950,"5950"
"5951",3,27,1,2,1,2,"US",4,5,4,4,5,5,5,4,3,4,2,3,2,2,4,4,4,5,1,4,4,4,3,2,4,3,2,4,2,4,3,2,3,4,2,3,4,4,4,3,3,4,5,5,3,5,3,3,2,3,"ENG","United States of America",5951,"5951"
"5952",3,46,1,1,1,1,"US",1,1,3,2,3,4,1,1,2,1,3,4,3,3,4,3,3,3,4,4,5,3,5,5,4,3,3,4,3,4,4,4,4,5,3,4,4,4,4,3,2,5,3,4,4,4,4,2,3,3,"ENG","United States of America",5952,"5952"
"5953",3,21,1,2,1,2,"US",3,4,3,3,3,4,5,1,1,1,3,4,5,3,5,3,2,4,4,5,5,2,5,3,2,4,1,5,4,4,4,4,4,5,2,1,4,3,4,1,1,1,4,2,5,5,5,1,1,5,"ENG","United States of America",5953,"5953"
"5954",13,23,1,1,1,5,"US",4,5,5,4,4,5,5,4,4,2,4,4,1,2,5,2,2,2,1,2,3,4,1,3,2,3,4,4,2,3,2,5,4,2,1,2,4,3,4,4,2,5,4,3,4,3,5,2,5,5,"ENG","United States of America",5954,"5954"
"5955",11,21,2,2,1,1,"CA",1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,5,3,2,2,2,1,3,1,1,1,2,1,3,1,3,3,2,2,2,3,3,4,3,2,3,2,3,4,3,3,3,3,3,4,3,"ENG","Canada",5955,"5955"
"5956",11,13,2,2,1,1,"US",2,3,4,2,4,3,2,2,4,2,2,3,2,2,2,2,2,2,4,2,4,4,2,3,4,3,4,4,3,3,2,3,2,2,2,2,4,2,3,3,4,3,4,2,4,4,3,4,4,4,"ENG","United States of America",5956,"5956"
"5957",3,51,1,1,2,5,"US",3,4,3,4,1,3,2,2,2,1,3,4,3,3,2,1,3,3,2,3,4,3,4,3,3,2,4,3,2,2,4,5,4,4,2,5,5,5,4,5,3,2,4,3,4,3,4,2,2,4,"ENG","United States of America",5957,"5957"
"5958",1,16,1,0,1,1,"US",4,4,4,4,5,4,4,4,4,3,2,2,4,4,3,4,4,5,4,4,4,4,4,3,4,4,5,5,4,4,3,3,3,4,3,2,4,4,3,2,4,3,4,4,3,5,3,4,3,2,"ENG","United States of America",5958,"5958"
"5959",3,44,1,2,1,1,"US",3,2,4,4,3,3,2,4,3,3,3,4,4,3,4,4,4,4,3,4,4,3,5,4,2,2,2,4,4,4,5,4,3,4,4,4,3,5,4,4,4,4,4,4,3,4,4,2,4,4,"ENG","United States of America",5959,"5959"
"5960",3,18,1,1,1,5,"US",4,5,4,5,5,5,5,4,5,5,1,3,3,5,1,3,1,5,2,5,2,5,1,2,5,1,4,2,2,5,2,1,2,5,1,1,1,3,4,5,5,5,4,5,5,5,1,1,5,5,"ENG","United States of America",5960,"5960"
"5961",3,24,1,1,1,2,"GB",2,4,3,2,4,5,2,3,2,3,3,4,1,2,4,4,3,4,3,2,5,4,2,4,4,4,4,3,3,3,3,1,4,2,1,1,4,2,2,4,5,5,4,5,4,4,5,5,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",5961,"5961"
"5962",1,37,1,1,1,1,"US",3,2,3,1,4,2,3,1,2,2,3,4,2,2,3,3,2,2,3,2,4,3,3,4,4,3,4,4,4,4,3,3,4,2,3,3,4,4,3,3,3,3,3,3,2,4,4,3,4,3,"ENG","United States of America",5962,"5962"
"5963",3,32,1,2,1,2,"US",2,3,4,3,4,3,1,3,3,3,4,4,4,4,5,5,5,5,5,4,4,4,5,4,3,4,4,2,3,4,5,4,5,5,3,5,5,5,4,4,5,5,2,3,4,3,5,4,3,2,"ENG","United States of America",5963,"5963"
"5964",3,55,1,2,1,2,"US",4,5,5,4,4,5,4,5,4,3,1,1,1,2,1,1,1,2,3,3,4,5,4,3,5,5,5,3,5,3,4,4,4,3,4,4,5,5,4,4,4,3,5,5,3,5,3,3,5,5,"ENG","United States of America",5964,"5964"
"5965",13,25,1,2,1,5,"US",3,3,3,2,4,4,3,2,3,3,1,3,1,3,2,4,4,5,4,3,5,3,5,5,5,5,5,5,4,4,4,2,3,5,3,5,4,5,3,4,3,5,4,5,4,3,5,3,4,4,"ENG","United States of America",5965,"5965"
"5966",3,18,1,2,2,1,"US",4,4,4,3,4,3,4,2,3,4,3,3,2,2,2,3,2,3,2,2,4,4,2,4,3,4,3,4,4,4,3,2,4,2,3,3,3,4,4,3,3,3,3,3,4,3,4,3,5,4,"ENG","United States of America",5966,"5966"
"5967",13,56,1,2,1,1,"US",2,3,2,3,2,2,2,2,2,2,4,1,2,2,3,4,3,4,3,4,4,3,5,4,3,4,3,4,4,4,3,5,3,4,3,4,4,3,4,4,2,4,2,4,3,4,2,2,4,3,"ENG","United States of America",5967,"5967"
"5968",3,23,1,1,2,1,"US",4,5,4,4,4,5,5,4,5,2,3,4,2,5,3,2,3,4,2,5,1,1,2,1,1,1,1,1,1,5,5,2,5,3,3,2,5,4,5,5,5,4,5,2,5,5,5,5,5,5,"ENG","United States of America",5968,"5968"
"5969",3,34,1,1,1,5,"US",5,5,1,2,5,5,3,5,5,5,1,2,3,2,5,4,2,2,4,3,2,4,1,3,2,5,3,5,1,5,4,5,5,4,1,5,3,3,5,1,5,5,5,5,5,5,5,3,5,5,"ENG","United States of America",5969,"5969"
"5970",3,23,1,2,2,1,"GB",1,2,3,1,3,3,2,1,2,1,2,3,1,1,4,3,3,3,3,1,5,4,5,4,5,4,4,4,4,4,3,2,4,3,3,4,3,3,5,3,5,3,5,3,3,5,5,4,4,4,"ENG","United Kingdom of Great Britain and Northern Ireland",5970,"5970"
"5971",1,16,1,2,1,1,"US",3,1,2,1,2,1,1,1,1,1,5,5,5,1,5,4,5,5,4,5,5,3,5,5,1,3,2,3,5,4,5,4,4,5,5,5,5,5,4,5,3,4,5,2,4,5,4,2,4,4,"ENG","United States of America",5971,"5971"
"5972",3,30,2,2,2,2,"US",3,4,4,4,4,4,4,4,3,4,2,2,2,2,4,2,2,2,2,3,4,3,3,4,4,5,4,5,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,5,3,4,4,"ENG","United States of America",5972,"5972"
"5973",3,21,1,2,1,2,"GB",4,5,5,5,5,5,5,4,5,2,3,3,2,2,3,2,2,4,3,4,5,5,2,4,5,4,5,5,4,5,4,2,4,3,2,4,4,4,4,4,4,5,3,5,5,4,5,4,4,4,"ENG","United Kingdom of Great Britain and Northern Ireland",5973,"5973"
"5974",13,29,2,2,1,2,"US",2,2,5,2,4,5,1,2,1,2,4,3,1,5,4,4,4,5,5,5,5,5,4,5,5,4,5,2,5,3,2,4,4,5,2,2,4,3,1,1,2,4,3,5,3,4,4,1,5,3,"ENG","United States of America",5974,"5974"
"5975",3,28,1,2,1,5,"US",3,5,5,4,5,5,5,4,5,4,4,4,2,4,3,5,4,5,3,5,5,5,3,5,5,5,5,4,5,4,4,1,4,5,2,3,4,3,3,3,2,5,5,5,4,5,3,3,5,5,"ENG","United States of America",5975,"5975"
"5976",13,21,1,2,2,2,"US",4,4,5,2,4,4,3,1,5,2,3,5,3,1,5,5,5,5,5,4,2,2,5,3,1,1,2,5,1,5,3,1,4,3,4,2,5,1,5,4,3,3,4,1,4,4,5,1,4,4,"ENG","United States of America",5976,"5976"
"5977",3,38,1,1,1,2,"US",3,3,3,3,3,4,3,1,3,2,4,4,3,2,5,5,3,4,4,4,5,4,4,5,4,5,4,4,5,4,4,5,5,5,5,5,5,2,5,3,2,4,4,3,3,4,4,2,4,3,"ENG","United States of America",5977,"5977"
"5978",13,18,1,2,1,5,"US",3,5,4,4,4,4,4,4,4,2,3,3,2,4,3,3,3,3,3,5,5,4,4,4,4,4,4,4,4,4,4,2,3,3,4,2,4,3,4,4,3,3,4,5,4,4,4,3,2,4,"ENG","United States of America",5978,"5978"
"5979",3,51,1,2,2,5,"US",2,3,5,3,4,5,3,3,3,3,3,3,3,5,4,3,4,4,5,5,5,4,5,4,3,3,4,5,5,5,4,4,4,4,5,5,4,5,4,4,4,4,5,5,5,5,4,2,3,5,"ENG","United States of America",5979,"5979"
"5980",5,18,1,2,2,2,"US",3,2,2,2,4,2,2,5,4,1,1,2,1,2,5,1,2,2,2,2,1,4,5,4,4,5,5,4,5,2,4,2,4,2,4,1,5,4,4,3,2,4,4,5,4,4,4,2,5,4,"ENG","United States of America",5980,"5980"
"5981",3,21,1,2,1,5,"GB",1,3,3,1,2,3,2,3,3,1,4,4,3,4,3,3,1,1,2,2,3,3,2,3,2,3,3,4,4,3,4,5,5,5,4,5,5,5,5,3,1,2,5,1,4,2,5,3,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",5981,"5981"
"5982",13,21,1,1,1,1,"US",1,3,3,3,2,3,3,1,3,1,5,4,4,3,2,1,3,3,1,3,3,3,1,2,4,3,4,1,4,5,2,5,5,4,3,3,2,3,2,3,1,4,4,3,3,5,4,2,4,4,"ENG","United States of America",5982,"5982"
"5983",0,39,1,2,1,1,"US",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,4,1,1,5,5,4,5,5,5,5,4,2,4,1,4,5,4,4,5,5,"ENG","United States of America",5983,"5983"
"5984",13,18,1,2,2,1,"US",1,2,3,1,1,1,1,1,1,1,3,4,3,1,5,5,5,5,5,5,5,5,5,4,2,3,5,5,3,4,2,5,4,5,1,4,3,1,1,2,4,5,2,5,3,3,4,4,3,1,"ENG","United States of America",5984,"5984"
"5985",13,19,2,2,1,5,"US",1,1,3,2,2,2,1,1,2,1,2,2,1,2,3,3,2,2,3,3,5,4,5,5,5,4,5,3,5,3,3,3,5,3,3,4,4,3,3,4,3,3,4,3,3,4,4,4,4,3,"ENG","United States of America",5985,"5985"
"5986",3,32,1,2,1,2,"US",3,4,5,4,4,4,4,2,2,2,4,4,2,4,3,3,1,2,2,4,1,4,4,5,4,5,4,4,5,4,3,3,5,4,1,4,4,4,3,4,4,5,4,4,3,4,5,3,4,3,"ENG","United States of America",5986,"5986"
"5987",3,18,1,2,2,2,"CA",2,2,3,1,1,2,1,2,1,1,1,3,2,2,4,1,3,3,2,4,4,4,5,5,5,5,4,5,5,5,5,4,5,4,2,5,5,3,5,5,5,4,2,2,4,3,4,5,5,2,"ENG","Canada",5987,"5987"
"5988",11,18,1,2,1,5,"US",2,2,2,2,2,4,1,2,2,2,3,4,3,3,3,2,2,2,2,3,4,4,5,5,4,5,4,4,4,4,3,5,5,4,2,4,4,3,3,3,3,3,5,4,5,5,4,3,4,5,"ENG","United States of America",5988,"5988"
"5989",8,75,1,2,1,1,"US",1,3,3,1,3,2,3,1,1,1,3,3,1,2,3,2,3,3,4,3,5,5,5,5,5,5,5,5,5,4,3,1,4,3,4,4,5,3,3,2,1,2,3,4,5,3,5,2,3,4,"ENG","United States of America",5989,"5989"
"5990",3,53,1,1,1,5,"US",3,4,5,2,5,5,4,1,1,1,5,4,5,1,5,5,4,5,5,5,4,2,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,1,5,4,5,5,"ENG","United States of America",5990,"5990"
"5991",3,17,1,2,1,5,"AU",2,3,3,3,4,4,4,4,5,3,1,2,1,2,3,3,3,4,1,4,2,3,1,2,2,1,3,2,3,2,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,4,4,"ENG","Australia",5991,"5991"
"5992",3,17,1,2,1,1,"US",1,3,2,2,2,2,1,4,4,1,5,3,2,3,5,5,5,5,5,3,5,2,5,5,4,4,2,4,5,3,1,4,2,5,1,3,1,3,2,2,1,5,5,5,3,5,3,1,5,5,"ENG","United States of America",5992,"5992"
"5993",3,32,1,2,1,1,"GB",3,3,1,1,3,4,2,1,1,1,1,4,1,5,3,1,1,1,1,1,4,3,3,5,4,5,5,5,3,3,1,2,4,1,1,2,4,2,2,1,3,2,5,1,2,4,1,3,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",5993,"5993"
"5994",3,24,1,1,1,3,"US",3,3,3,2,4,4,4,2,3,2,4,1,2,3,4,5,4,5,4,3,1,5,3,4,4,3,4,5,4,4,4,2,5,4,2,2,4,5,4,4,5,5,4,5,5,4,5,5,4,5,"ENG","United States of America",5994,"5994"
"5995",3,17,1,2,1,2,"US",4,4,3,4,4,4,2,4,5,4,1,1,1,2,3,1,2,2,2,4,5,5,2,5,5,4,5,5,5,4,2,1,5,1,1,1,3,4,1,3,5,4,5,5,4,5,4,4,3,5,"ENG","United States of America",5995,"5995"
"5996",3,16,1,2,1,1,"US",3,3,4,4,4,4,2,4,5,1,1,2,1,1,1,2,2,2,2,2,5,4,3,5,5,4,5,5,5,4,2,2,2,2,1,1,4,4,4,1,4,2,4,4,3,4,4,4,3,2,"ENG","United States of America",5996,"5996"
"5997",6,30,1,2,1,1,"US",2,2,4,4,3,4,3,3,3,3,3,4,2,3,4,4,4,4,3,5,5,4,5,5,4,4,4,5,3,4,3,4,4,4,3,3,4,3,3,4,3,3,4,3,3,5,3,3,3,4,"ENG","United States of America",5997,"5997"
"5998",13,24,1,2,1,5,"US",4,4,4,4,4,4,1,3,5,3,1,2,1,1,4,3,2,4,3,1,2,4,5,5,5,5,4,2,5,2,3,3,5,3,4,4,5,3,3,4,1,2,3,4,3,1,4,1,5,5,"ENG","United States of America",5998,"5998"
"5999",3,17,1,2,1,5,"AU",4,5,4,4,5,5,5,2,2,3,4,5,3,2,3,4,3,4,3,4,5,4,2,5,5,3,5,5,1,4,5,4,5,4,3,2,5,3,4,5,5,5,5,5,4,5,5,5,5,5,"ENG","Australia",5999,"5999"
"6000",1,15,1,2,1,1,"US",4,5,5,5,4,4,4,4,3,1,1,4,1,2,2,2,2,1,1,2,5,5,5,4,2,5,5,3,5,3,1,1,4,5,1,1,2,2,5,3,3,3,5,3,4,5,4,5,5,4,"ENG","United States of America",6000,"6000"
"6001",13,16,1,2,1,5,"AU",4,5,5,5,5,5,5,2,5,5,2,4,2,1,4,4,4,3,2,5,4,5,4,4,5,4,5,4,5,4,5,3,4,5,2,3,4,4,4,4,2,3,2,2,4,3,4,2,4,5,"ENG","Australia",6001,"6001"
"6002",3,33,1,1,1,2,"US",1,1,2,2,2,2,1,1,2,1,5,3,2,3,4,3,4,4,2,3,2,4,2,2,4,4,4,5,3,2,4,1,4,2,1,1,3,2,2,4,5,5,3,5,4,2,5,5,5,5,"ENG","United States of America",6002,"6002"
"6003",3,17,1,2,1,5,"AU",2,4,4,2,4,2,2,3,2,2,2,3,2,4,2,1,2,2,1,2,1,3,4,5,3,4,3,4,4,3,3,2,4,1,2,2,3,2,2,3,3,2,4,2,3,4,3,3,4,4,"ENG","Australia",6003,"6003"
"6004",13,16,1,1,1,5,"AU",3,4,4,4,4,4,5,3,3,4,5,4,5,2,4,5,4,5,5,5,3,4,4,2,4,4,4,3,3,4,3,4,2,4,3,3,2,4,1,2,3,4,5,4,4,5,3,3,2,4,"ENG","Australia",6004,"6004"
"6005",1,22,1,1,1,1,"US",4,5,5,4,5,5,5,3,5,5,5,4,1,4,3,5,1,1,5,1,3,5,5,4,5,4,5,5,4,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,"ENG","United States of America",6005,"6005"
"6006",6,32,1,2,1,1,"US",3,5,5,4,5,4,5,3,3,4,3,4,2,2,3,3,4,4,4,4,3,5,4,5,4,5,4,4,4,5,4,4,4,4,4,3,4,3,4,3,4,2,3,3,4,4,4,3,4,4,"ENG","United States of America",6006,"6006"
"6007",3,24,1,2,1,1,"US",1,4,3,2,2,4,2,2,2,2,4,3,2,4,5,4,4,5,4,4,3,4,2,3,4,2,3,3,3,3,3,3,4,3,2,3,3,4,4,3,3,5,4,5,4,4,4,3,4,4,"ENG","United States of America",6007,"6007"
"6008",13,17,1,1,1,5,"AU",3,4,4,4,5,3,2,1,2,3,4,4,5,2,4,5,1,5,4,4,3,3,5,4,4,3,3,3,4,3,3,4,4,3,5,5,4,4,3,3,3,4,5,4,5,5,4,3,2,3,"ENG","Australia",6008,"6008"
"6009",3,15,1,2,1,1,"US",1,2,2,2,2,4,2,3,3,1,1,3,1,1,3,2,3,5,2,2,2,2,3,2,2,3,2,2,2,2,3,4,3,4,2,4,4,4,4,3,3,3,5,3,3,5,3,3,4,4,"ENG","United States of America",6009,"6009"
"6010",3,18,1,2,1,2,"US",1,2,5,1,3,2,4,1,1,1,1,1,1,5,1,1,4,2,1,1,1,5,5,5,5,5,1,5,5,2,4,5,5,2,5,5,3,2,1,2,2,5,3,5,2,3,5,1,5,4,"ENG","United States of America",6010,"6010"
"6011",3,18,1,2,1,2,"AU",3,4,4,3,4,5,3,2,4,1,2,3,2,2,4,2,1,2,3,4,5,5,5,5,4,4,5,4,5,5,5,4,5,4,3,4,5,4,5,4,3,5,4,4,5,5,5,3,5,4,"ENG","Australia",6011,"6011"
"6012",13,17,1,1,1,5,"AU",3,4,4,3,5,3,2,2,2,4,5,5,2,2,4,5,1,5,5,5,2,4,4,4,4,5,3,4,4,3,4,5,5,4,5,5,5,5,1,3,3,4,5,4,5,5,5,4,3,3,"ENG","Australia",6012,"6012"
"6013",3,18,1,2,1,1,"US",3,3,2,4,4,4,3,3,2,4,4,4,2,1,5,3,4,4,2,1,2,4,2,1,2,1,2,4,1,4,1,1,2,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",6013,"6013"
"6014",3,21,1,1,1,2,"US",5,4,4,4,4,4,5,2,5,2,4,5,3,3,3,4,3,5,2,4,5,5,4,4,4,5,5,4,2,4,4,1,3,4,4,4,4,5,4,4,5,5,5,5,5,5,2,4,5,5,"ENG","United States of America",6014,"6014"
"6015",1,23,1,1,1,2,"US",2,4,3,2,3,5,2,3,3,2,4,3,2,4,5,5,4,5,5,4,5,4,5,4,4,2,4,5,3,4,3,4,5,4,2,4,2,3,3,4,5,5,5,5,5,1,5,4,5,5,"ENG","United States of America",6015,"6015"
"6016",8,60,1,1,3,1,"US",4,5,5,4,5,5,4,4,4,3,4,3,3,2,3,3,4,2,4,2,5,4,1,5,5,4,5,4,5,4,2,1,5,2,3,1,3,5,3,4,3,3,5,4,4,5,4,2,4,4,"ENG","United States of America",6016,"6016"
"6017",3,31,1,2,1,1,"AU",1,3,4,2,4,4,4,2,2,4,1,2,1,1,1,1,2,1,1,1,5,4,4,5,4,5,4,4,5,3,2,4,5,2,3,4,4,2,3,4,4,4,3,5,3,2,4,4,5,3,"ENG","Australia",6017,"6017"
"6018",3,24,1,2,1,2,"US",5,4,5,4,5,5,5,3,5,4,4,3,2,2,5,4,4,4,3,4,5,5,5,4,4,5,5,5,5,4,4,4,5,5,3,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,"ENG","United States of America",6018,"6018"
"6019",3,17,1,1,1,1,"AU",2,1,2,2,2,4,2,3,4,1,2,2,1,2,3,4,3,3,3,2,5,3,4,4,5,4,3,4,4,2,3,3,4,4,2,3,5,3,3,3,5,5,5,4,5,5,4,5,5,5,"ENG","Australia",6019,"6019"
"6020",3,22,1,2,1,2,"US",1,4,5,4,5,4,5,4,2,4,3,4,4,2,3,5,2,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,2,1,4,4,4,4,5,4,2,"ENG","United States of America",6020,"6020"
"6021",3,41,1,2,1,1,"US",1,3,4,3,3,2,2,3,3,2,2,4,3,4,4,3,4,5,3,5,5,5,5,4,4,5,4,4,3,4,4,2,4,4,3,3,4,4,2,4,3,3,4,4,3,4,4,2,5,3,"ENG","United States of America",6021,"6021"
"6022",3,19,1,2,1,5,"US",1,2,3,2,3,3,1,2,1,2,2,4,2,2,4,4,4,4,3,3,1,4,5,2,2,1,3,3,4,3,4,3,5,4,3,4,4,5,2,5,4,5,4,5,4,2,5,4,5,2,"ENG","United States of America",6022,"6022"
"6023",3,17,1,2,1,1,"CA",4,3,4,3,4,5,4,3,4,4,2,3,2,3,4,1,4,4,2,3,5,5,4,5,5,5,5,4,5,5,5,2,5,3,2,2,3,4,3,3,4,5,5,5,5,5,4,4,5,5,"ENG","Canada",6023,"6023"
"6024",13,16,1,2,1,1,"US",4,3,2,3,4,4,1,3,2,1,1,2,1,1,2,2,1,2,1,2,5,4,4,4,4,4,4,5,4,2,1,1,5,1,1,2,3,1,3,3,4,4,4,4,5,5,3,3,5,5,"ENG","United States of America",6024,"6024"
"6025",1,16,1,2,1,1,"AU",1,1,3,1,3,1,1,1,1,1,2,5,1,1,1,1,1,1,2,1,5,4,4,5,4,5,3,5,5,4,4,2,5,2,3,2,4,4,3,4,5,5,5,5,4,5,5,5,4,5,"ENG","Australia",6025,"6025"
"6026",3,13,1,2,1,1,"US",2,1,3,1,2,1,1,1,3,1,1,3,1,3,2,1,1,1,1,3,4,4,4,4,4,5,3,5,4,4,3,2,4,1,3,2,5,2,3,5,5,2,5,2,4,4,4,5,4,5,"ENG","United States of America",6026,"6026"
"6027",1,20,1,1,2,1,"US",3,1,4,1,3,5,3,1,1,1,4,5,1,1,1,5,1,2,3,1,5,5,5,5,5,5,5,5,5,5,1,2,5,5,2,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",6027,"6027"
"6028",3,22,1,2,1,1,"US",2,5,1,2,1,2,1,4,5,1,1,1,1,1,1,1,1,1,2,1,5,5,5,5,5,5,5,5,5,4,1,1,3,1,1,1,1,2,1,3,5,5,5,1,4,5,5,5,5,5,"ENG","United States of America",6028,"6028"
"6029",13,21,1,2,2,5,"US",2,4,4,3,4,3,3,1,4,2,4,4,4,2,5,5,5,5,5,4,2,2,5,2,2,1,2,4,2,5,4,1,4,2,4,1,5,1,5,4,2,4,4,2,4,4,4,3,4,4,"ENG","United States of America",6029,"6029"
"6030",3,43,1,2,1,2,"AU",4,4,4,4,5,4,5,2,5,3,2,3,1,5,3,2,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,5,5,4,5,4,5,4,4,4,5,3,4,4,"ENG","Australia",6030,"6030"
"6031",1,38,1,2,1,2,"US",3,5,5,5,5,4,5,4,4,5,3,3,2,2,2,2,2,2,2,2,5,5,2,5,3,5,4,4,5,4,3,1,4,3,2,4,3,4,2,2,5,4,5,5,4,5,5,5,5,5,"ENG","United States of America",6031,"6031"
"6032",3,15,1,2,1,1,"US",4,2,2,2,4,3,3,2,4,1,1,4,1,1,2,1,2,4,3,1,3,5,4,4,4,5,5,3,5,5,2,2,4,3,1,2,2,3,2,2,3,5,5,5,4,5,2,1,5,4,"ENG","United States of America",6032,"6032"
"6033",3,28,1,2,1,2,"US",3,3,4,3,4,4,4,4,4,1,2,3,2,2,3,2,3,2,2,2,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,3,3,4,2,4,3,3,4,3,2,4,3,"ENG","United States of America",6033,"6033"
"6034",8,13,1,1,1,1,"US",5,5,5,3,5,5,5,2,5,2,4,4,2,4,3,4,3,3,4,2,5,5,3,5,5,4,5,5,5,5,4,3,4,3,5,3,3,3,3,4,5,5,5,2,5,5,5,4,4,5,"ENG","United States of America",6034,"6034"
"6035",3,21,1,1,1,2,"US",4,4,5,5,4,5,5,3,5,2,5,4,5,5,4,5,4,5,4,5,4,5,3,4,4,4,5,4,2,3,3,2,2,4,1,1,1,4,1,3,4,5,5,5,5,5,5,5,5,5,"ENG","United States of America",6035,"6035"
"6036",4,24,2,1,1,1,"US",2,3,4,3,3,4,1,4,1,1,3,4,4,3,3,5,4,4,2,3,3,4,5,3,3,3,1,3,2,4,5,4,5,4,4,4,2,4,4,5,5,5,5,5,5,5,5,2,3,5,"ENG","United States of America",6036,"6036"
"6037",3,31,1,2,1,1,"US",2,1,3,2,4,2,2,2,2,2,2,4,2,3,4,4,3,3,2,3,3,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,3,3,2,3,2,4,4,"ENG","United States of America",6037,"6037"
"6038",3,42,1,1,1,1,"US",3,4,4,4,4,4,4,4,4,4,4,1,3,3,4,3,4,4,4,4,4,3,4,2,2,4,4,2,2,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,5,2,4,4,"ENG","United States of America",6038,"6038"
"6039",11,22,1,2,1,2,"US",3,4,4,4,5,3,3,3,4,3,2,3,2,3,2,3,2,3,2,3,4,4,2,4,4,4,4,4,4,4,2,2,3,2,2,2,3,3,3,3,4,4,4,3,4,4,4,3,4,4,"ENG","United States of America",6039,"6039"
"6040",3,18,1,2,1,1,"US",3,3,4,3,3,4,2,2,4,1,2,4,2,2,3,4,3,3,2,3,5,4,2,5,5,3,5,5,5,3,2,2,4,3,2,2,2,3,4,4,5,5,5,5,3,5,4,5,5,4,"ENG","United States of America",6040,"6040"
"6041",3,20,1,1,2,1,"US",1,2,3,2,3,3,2,1,1,1,3,1,2,2,3,2,1,3,2,2,5,4,4,4,5,5,3,5,4,3,4,4,3,3,3,2,4,3,3,3,2,3,3,3,3,4,5,2,5,4,"ENG","United States of America",6041,"6041"
